2
1 7 58
1 5 1 7
1 2 1 4
1 1 1 2
1 7 1 7
1 1 1 5
1 5 1 6
1 4 1 6
1 4 1 4
1 6 1 6
1 2 1 5
1 4 1 6
1 1 1 6
1 5 1 5
1 1 1 2
1 2 1 2
1 3 1 3
1 3 1 4
1 2 1 5
1 3 1 4
1 1 1 6
1 2 1 7
1 2 1 6
1 7 1 7
1 1 1 2
1 5 1 6
1 7 1 7
1 5 1 5
1 6 1 7
1 3 1 3
1 5 1 6
1 6 1 6
1 4 1 6
1 2 1 5
1 2 1 3
1 5 1 5
1 3 1 5
1 2 1 3
1 4 1 4
1 7 1 7
1 1 1 5
1 3 1 6
1 5 1 5
1 7 1 7
1 7 1 7
1 4 1 4
1 3 1 6
1 7 1 7
1 2 1 3
1 1 1 2
1 3 1 3
1 4 1 6
1 6 1 6
1 5 1 5
1 1 1 4
1 4 1 7
1 4 1 4
1 4 1 5
1 1 1 7
5 10 41
1 3 4 5
5 8 5 10
3 7 3 7
1 7 3 10
1 5 2 8
2 6 2 6
2 5 5 8
5 7 5 9
2 8 4 9
5 2 5 5
3 5 4 10
3 8 3 9
5 5 5 6
4 8 5 9
4 6 5 9
2 6 3 7
4 2 5 9
5 4 5 6
5 10 5 10
2 4 4 7
5 2 5 5
3 1 4 10
2 4 2 6
3 1 3 1
2 5 2 10
5 2 5 9
5 9 5 10
5 2 5 5
4 8 4 10
2 7 3 7
2 5 5 6
2 7 4 9
3 3 3 7
2 5 3 5
4 3 4 8
3 10 3 10
1 6 4 7
3 3 5 6
3 1 3 3
4 8 4 8
1 3 2 6
